,pca_m0,proba
890,-0.0022000000000000006,0.3578288
891,-0.002179999999999998,0.35455883
892,-0.0021599999999999987,0.35127997
893,-0.0021399999999999995,0.34799248
894,-0.0021200000000000004,0.34469613
895,-0.0020999999999999977,0.34139165
896,-0.0020799999999999985,0.33807853
897,-0.0020599999999999993,0.33475706
898,-0.00204,0.331427
899,-0.0020199999999999975,0.328089
900,-0.0019999999999999983,0.3247424
901,-0.001979999999999999,0.32138774
902,-0.00196,0.31802526
903,-0.0019399999999999973,0.31465453
904,-0.001919999999999998,0.311276
905,-0.001899999999999999,0.30788952
906,-0.0018799999999999997,0.30449516
907,-0.0018600000000000005,0.30109316
908,-0.0018399999999999979,0.29768324
909,-0.0018199999999999987,0.29426602
910,-0.0017999999999999995,0.29084092
911,-0.0017800000000000003,0.28740838
912,-0.0017599999999999977,0.28396857
913,-0.0017399999999999985,0.28052145
914,-0.0017199999999999993,0.27706692
915,-0.0017000000000000001,0.27360547
916,-0.0016799999999999975,0.2701368
917,-0.0016599999999999983,0.26666093
918,-0.001639999999999999,0.26317838
919,-0.00162,0.25968862
920,-0.0015999999999999973,0.2561923
921,-0.001579999999999998,0.25268942
922,-0.0015599999999999989,0.2491796
923,-0.0015399999999999997,0.24566332
924,-0.0015200000000000005,0.24214077
925,-0.0014999999999999979,0.23861161
926,-0.0014799999999999987,0.23507592
927,-0.0014599999999999995,0.23153412
928,-0.0014400000000000003,0.2279863
929,-0.0014199999999999977,0.22443244
930,-0.0013999999999999985,0.22087231
931,-0.0013799999999999993,0.21730638
932,-0.00136,0.21373498
933,-0.0013399999999999974,0.2101573
934,-0.0013199999999999983,0.20657441
935,-0.001299999999999999,0.2029857
936,-0.0012799999999999999,0.19939175
937,-0.0012599999999999972,0.1957925
938,-0.001239999999999998,0.19218746
939,-0.0012199999999999989,0.18857768
940,-0.0011999999999999997,0.18496257
941,-0.0011800000000000005,0.18134248
942,-0.0011599999999999978,0.17771763
943,-0.0011399999999999987,0.17408782
944,-0.0011199999999999995,0.17045322
945,-0.0011000000000000003,0.166814
946,-0.0010799999999999976,0.16317031
947,-0.0010599999999999984,0.15952194
948,-0.0010399999999999993,0.15586942
949,-0.00102,0.15221286
950,-0.0009999999999999974,0.14855167
951,-0.0009799999999999982,0.14488652
952,-0.000959999999999999,0.14121735
953,-0.0009399999999999999,0.13754448
954,-0.0009199999999999972,0.13386777
955,-0.000899999999999998,0.13018745
956,-0.0008799999999999988,0.12650302
957,-0.0008599999999999997,0.12281555
958,-0.0008400000000000005,0.11912465
959,-0.0008199999999999978,0.115430504
960,-0.0007999999999999986,0.11173293
961,-0.0007799999999999994,0.108032584
962,-0.0007600000000000003,0.10432902
963,-0.0007399999999999976,0.100622416
964,-0.0007199999999999984,0.09691322
965,-0.0006999999999999992,0.09320146
966,-0.00068,0.08948669
967,-0.0006599999999999974,0.08576983
968,-0.0006399999999999982,0.082050264
969,-0.000619999999999999,0.07832846
970,-0.0005999999999999998,0.0746046
971,-0.0005799999999999972,0.070878804
972,-0.000559999999999998,0.06715071
973,-0.0005399999999999988,0.06342077
974,-0.0005199999999999996,0.059689105
975,-0.0005000000000000004,0.055955857
976,-0.0004799999999999978,0.05222097
977,-0.0004599999999999986,0.048484653
978,-0.0004399999999999994,0.044747025
979,-0.00042000000000000023,0.041008085
980,-0.0003999999999999976,0.037268102
981,-0.0003799999999999984,0.03352639
982,-0.0003599999999999992,0.029784828
983,-0.00034,0.026041836
984,-0.00031999999999999737,0.022298157
985,-0.0002999999999999982,0.018553853
986,-0.000279999999999999,0.014808923
987,-0.0002599999999999998,0.011063814
988,-0.00023999999999999716,0.007318288
989,-0.00021999999999999797,0.0035727024
990,-0.0001999999999999988,-0.0001731515
991,-0.0001799999999999996,-0.003919065
992,-0.00016000000000000042,-0.0076647103
993,-0.00013999999999999777,-0.011410534
994,-0.00011999999999999858,-0.015155464
995,-9.99999999999994e-05,-0.018900156
996,-8.000000000000021e-05,-0.02264461
997,-5.9999999999997555e-05,-0.026388288
998,-3.999999999999837e-05,-0.030130982
999,-1.9999999999999185e-05,-0.03387305
1000,0.0,-0.03761393
1001,2.0000000000002655e-05,-0.04135415
1002,4.000000000000184e-05,-0.045093298
1003,6.0000000000001025e-05,-0.048830777
1004,8.000000000000021e-05,-0.052566826
1005,0.00010000000000000286,-0.056301355
1006,0.00012000000000000205,-0.06003478
1007,0.00014000000000000123,-0.06376642
1008,0.00016000000000000042,-0.06749609
1009,0.0001799999999999996,-0.07122418
1010,0.00020000000000000226,-0.07494977
1011,0.00022000000000000144,-0.07867363
1012,0.00024000000000000063,-0.082395285
1013,0.0002599999999999998,-0.086114556
1014,0.00028000000000000247,-0.08983138
1015,0.00030000000000000165,-0.09354591
1016,0.00032000000000000084,-0.097257465
1017,0.00034,-0.1009669
1018,0.0003600000000000027,-0.10467279
1019,0.00038000000000000186,-0.108376116
1020,0.00040000000000000105,-0.11207685
1021,0.00042000000000000023,-0.11577383
1022,0.0004400000000000029,-0.119467765
1023,0.0004600000000000021,-0.12315866
1024,0.00048000000000000126,-0.12684587
1025,0.0005000000000000004,-0.13052991
1026,0.0005199999999999996,-0.13421011
1027,0.0005400000000000023,-0.1378867
1028,0.0005600000000000015,-0.14155927
1029,0.0005800000000000007,-0.1452283
1030,0.0005999999999999998,-0.14889333
1031,0.0006200000000000025,-0.15255374
1032,0.0006400000000000017,-0.15621048
1033,0.0006600000000000009,-0.15986285
1034,0.00068,-0.16351065
1035,0.0007000000000000027,-0.16715437
1036,0.0007200000000000019,-0.1707933
1037,0.0007400000000000011,-0.1744273
1038,0.0007600000000000003,-0.17805678
1039,0.0007800000000000029,-0.18168136
1040,0.0008000000000000021,-0.18530115
1041,0.0008200000000000013,-0.18891641
1042,0.0008400000000000005,-0.19252536
1043,0.0008599999999999997,-0.19612986
1044,0.0008800000000000023,-0.19972911
1045,0.0009000000000000015,-0.20332298
1046,0.0009200000000000007,-0.206911
1047,0.0009399999999999999,-0.21049383
1048,0.0009600000000000025,-0.21407086
1049,0.0009800000000000017,-0.21764204
1050,0.0010000000000000009,-0.22120726
1051,0.00102,-0.22476727
1052,0.0010400000000000027,-0.22832063
1053,0.001060000000000002,-0.23186803
1054,0.001080000000000001,-0.23540944
1055,0.0011000000000000003,-0.23894444
1056,0.001120000000000003,-0.24247324
1057,0.0011400000000000021,-0.24599585
1058,0.0011600000000000013,-0.24951178
1059,0.0011800000000000005,-0.25302103
1060,0.0011999999999999997,-0.25652367
1061,0.0012200000000000023,-0.26001966
1062,0.0012400000000000015,-0.2635089
1063,0.0012600000000000007,-0.26699108
1064,0.0012799999999999999,-0.27046633
1065,0.0013000000000000025,-0.27393466
1066,0.0013200000000000017,-0.2773958
1067,0.001340000000000001,-0.28084973
1068,0.00136,-0.28429627
1069,0.0013800000000000028,-0.2877357
1070,0.001400000000000002,-0.2911677
1071,0.0014200000000000011,-0.2945922
1072,0.0014400000000000003,-0.298009
1073,0.001460000000000003,-0.30141813
1074,0.0014800000000000021,-0.30481982
1075,0.0015000000000000013,-0.3082139
1076,0.0015200000000000005,-0.31159985
1077,0.0015399999999999997,-0.31497785
1078,0.0015600000000000024,-0.31834823
1079,0.0015800000000000015,-0.32171002
1080,0.0016000000000000007,-0.32506457
1081,0.00162,-0.32841015
1082,0.0016400000000000026,-0.33174786
1083,0.0016600000000000018,-0.33507687
1084,0.001680000000000001,-0.338398
1085,0.0017000000000000001,-0.3417105
1086,0.0017200000000000028,-0.3450148
1087,0.001740000000000002,-0.34831005
1088,0.0017600000000000011,-0.35159743
1089,0.0017800000000000003,-0.3548755
1090,0.001800000000000003,-0.35814503
1091,0.0018200000000000022,-0.36140597
1092,0.0018400000000000014,-0.36465806
1093,0.0018600000000000005,-0.3679012
1094,0.0018799999999999997,-0.37113538
1095,0.0019000000000000024,-0.3743607
1096,0.0019200000000000016,-0.37757683
1097,0.0019400000000000008,-0.3807837
1098,0.00196,-0.38398185
1099,0.0019800000000000026,-0.38717088
1100,0.0020000000000000018,-0.39035022
1101,0.002020000000000001,-0.3935205
1102,0.00204,-0.3966814
1103,0.002060000000000003,-0.39983284
1104,0.002080000000000002,-0.4029752
1105,0.002100000000000001,-0.4061081
1106,0.0021200000000000004,-0.40923074
1107,0.002140000000000003,-0.4123444
1108,0.002160000000000002,-0.41544834
1109,0.0021800000000000014,-0.41854277
1110,0.0022000000000000006,-0.42162716
1111,0.0022199999999999998,-0.4247023
1112,0.0022400000000000024,-0.4277672
1113,0.0022600000000000016,-0.43082267
1114,0.0022800000000000008,-0.43386787
1115,0.0023,-0.43690348
1116,0.0023200000000000026,-0.43992928
1117,0.002340000000000002,-0.44294488
1118,0.002360000000000001,-0.44595057
1119,0.00238,-0.44894633
1120,0.002400000000000003,-0.45193192
1121,0.002420000000000002,-0.4549073
1122,0.002440000000000001,-0.4578727
1123,0.0024600000000000004,-0.46082777
1124,0.002480000000000003,-0.463773
1125,0.0025000000000000022,-0.4667076
1126,0.0025200000000000014,-0.46963224
1127,0.0025400000000000006,-0.47254646
1128,0.0025599999999999998,-0.4754505
1129,0.0025800000000000024,-0.47834408
1130,0.0026000000000000016,-0.48122737
1131,0.002620000000000001,-0.48410052
1132,0.00264,-0.48696288
1133,0.0026600000000000026,-0.4898149
1134,0.002680000000000002,-0.49265638
1135,0.002700000000000001,-0.4954877
1136,0.00272,-0.49830848
1137,0.002740000000000003,-0.50111866
1138,0.002760000000000002,-0.5039182
1139,0.0027800000000000012,-0.50670725
1140,0.0028000000000000004,-0.5094856
1141,0.002820000000000003,-0.51225376
1142,0.0028400000000000022,-0.5150109
1143,0.0028600000000000014,-0.51775753
1144,0.0028800000000000006,-0.52049357
1145,0.0029,-0.523219
1146,0.0029200000000000025,-0.5259338
1147,0.0029400000000000016,-0.52863795
1148,0.002960000000000001,-0.53133106
1149,0.00298,-0.5340138
1150,0.0030000000000000027,-0.53668565
1151,0.003020000000000002,-0.53934693
1152,0.003040000000000001,-0.5419974
1153,0.0030600000000000002,-0.54463726
1154,0.003080000000000003,-0.547266
1155,0.003100000000000002,-0.5498842
1156,0.0031200000000000012,-0.55249184
1157,0.0031400000000000004,-0.55508846
1158,0.003160000000000003,-0.5576745
1159,0.0031800000000000023,-0.56024957
1160,0.0032000000000000015,-0.562814
1161,0.0032200000000000006,-0.5653672
1162,0.00324,-0.56791013
1163,0.0032600000000000025,-0.5704421
1164,0.0032800000000000017,-0.57296324
1165,0.003300000000000001,-0.57547355
1166,0.00332,-0.57797325
1167,0.0033400000000000027,-0.58046156
1168,0.003360000000000002,-0.58293957
1169,0.003380000000000001,-0.5854069
1170,0.0034000000000000002,-0.58786315
1171,0.003420000000000003,-0.5903088
1172,0.003440000000000002,-0.5927434
1173,0.0034600000000000013,-0.59516734
1174,0.0034800000000000005,-0.5975805
1175,0.003500000000000003,-0.599983
1176,0.0035200000000000023,-0.60237455
1177,0.0035400000000000015,-0.6047553
1178,0.0035600000000000007,-0.6071255
1179,0.00358,-0.6094848
1180,0.0036000000000000025,-0.6118333
1181,0.0036200000000000017,-0.614171
1182,0.003640000000000001,-0.6164983
1183,0.00366,-0.61881435
1184,0.0036800000000000027,-0.6211202
1185,0.003700000000000002,-0.62341523
1186,0.003720000000000001,-0.6256994
1187,0.0037400000000000003,-0.62797296
1188,0.003760000000000003,-0.6302358
1189,0.003780000000000002,-0.63248825
1190,0.0038000000000000013,-0.6347296
1191,0.0038200000000000005,-0.6369606
1192,0.003840000000000003,-0.6391809
1193,0.0038600000000000023,-0.64139044
1194,0.0038800000000000015,-0.6435897
1195,0.0039000000000000007,-0.6457782
1196,0.00392,-0.6479561
1197,0.0039400000000000025,-0.6501237
1198,0.003960000000000002,-0.65228057
1199,0.003980000000000001,-0.6544269
1200,0.004,-0.6565629
1201,0.004020000000000003,-0.6586881
1202,0.004040000000000002,-0.66080314
1203,0.004060000000000001,-0.6629075
1204,0.00408,-0.66500163
1205,0.004100000000000003,-0.66708523
1206,0.004120000000000002,-0.6691585
1207,0.004140000000000001,-0.6712214
1208,0.0041600000000000005,-0.6732738
1209,0.004180000000000003,-0.6753162
1210,0.004200000000000002,-0.6773481
1211,0.0042200000000000015,-0.6793696
1212,0.004240000000000001,-0.68138105
1213,0.00426,-0.68338203
1214,0.0042800000000000026,-0.6853729
1215,0.004300000000000002,-0.6873536
1216,0.004320000000000001,-0.68932414
1217,0.00434,-0.6912844
1218,0.004360000000000003,-0.6932347
1219,0.004380000000000002,-0.6951749
1220,0.004400000000000001,-0.6971047
1221,0.00442,-0.69902486
1222,0.004440000000000003,-0.70093477
1223,0.004460000000000002,-0.7028348
1224,0.004480000000000001,-0.7047249
1225,0.0045000000000000005,-0.7066048
1226,0.004520000000000003,-0.70847493
1227,0.004540000000000002,-0.71033514
1228,0.0045600000000000016,-0.7121853
1229,0.004580000000000001,-0.7140259
1230,0.0046,-0.7158566
1231,0.004620000000000003,-0.71767724
1232,0.004640000000000002,-0.71948856
1233,0.004660000000000001,-0.72129
1234,0.00468,-0.7230816
1235,0.004700000000000003,-0.7248636
1236,0.004720000000000002,-0.7266358
1237,0.004740000000000001,-0.7283987
1238,0.00476,-0.7301517
1239,0.004780000000000003,-0.7318952
1240,0.004800000000000002,-0.73362935
1241,0.004820000000000001,-0.7353537
1242,0.0048400000000000006,-0.73706883
1243,0.004860000000000003,-0.7387745
1244,0.004880000000000002,-0.7404706
1245,0.004900000000000002,-0.74215746
1246,0.004920000000000001,-0.74383485
1247,0.00494,-0.74550307
1248,0.004960000000000003,-0.74716187
1249,0.004980000000000002,-0.74881136
1250,0.005000000000000001,-0.7504517
1251,0.00502,-0.7520828
1252,0.005040000000000003,-0.75370485
1253,0.005060000000000002,-0.7553177
1254,0.005080000000000001,-0.75692147
1255,0.0051,-0.75851613
1256,0.005120000000000003,-0.7601017
1257,0.005140000000000002,-0.7616783
1258,0.005160000000000001,-0.76324594
1259,0.005180000000000001,-0.7648047
1260,0.005200000000000003,-0.76635444
1261,0.005220000000000002,-0.7678955
1262,0.005240000000000002,-0.76942766
1263,0.005260000000000001,-0.77095085
1264,0.00528,-0.77246547
1265,0.005300000000000003,-0.77397126
1266,0.005320000000000002,-0.77546823
1267,0.005340000000000001,-0.7769567
1268,0.00536,-0.7784363
1269,0.005380000000000003,-0.77990764
1270,0.005400000000000002,-0.78137016
1271,0.005420000000000001,-0.7828243
1272,0.00544,-0.78426987
1273,0.005460000000000003,-0.785707
1274,0.005480000000000002,-0.7871356
1275,0.005500000000000001,-0.7885558
1276,0.005520000000000001,-0.7899678
1277,0.005540000000000003,-0.7913713
1278,0.0055600000000000024,-0.7927667
1279,0.005580000000000002,-0.7941537
1280,0.005600000000000001,-0.79553235
1281,0.00562,-0.79690295
1282,0.005640000000000003,-0.7982653
1283,0.005660000000000002,-0.7996196
1284,0.005680000000000001,-0.80096585
1285,0.0057,-0.80230415
1286,0.005720000000000003,-0.80363417
1287,0.005740000000000002,-0.80495644
1288,0.005760000000000001,-0.8062705
1289,0.00578,-0.8075768
1290,0.005800000000000003,-0.8088752
1291,0.005820000000000002,-0.8101659
1292,0.0058400000000000014,-0.81144863
1293,0.005860000000000001,-0.8127236
1294,0.005880000000000003,-0.8139909
1295,0.0059000000000000025,-0.81525046
1296,0.005920000000000002,-0.8165023
1297,0.005940000000000001,-0.8177465
1298,0.00596,-0.8189831
1299,0.005980000000000003,-0.8202122
1300,0.006000000000000002,-0.8214339
1301,0.006020000000000001,-0.82264787
1302,0.00604,-0.82385457
1303,0.006060000000000003,-0.8250537
1304,0.006080000000000002,-0.8262455
1305,0.006100000000000001,-0.82742983
1306,0.0061200000000000004,-0.828607
1307,0.006140000000000003,-0.8297768
1308,0.006160000000000002,-0.8309395
1309,0.0061800000000000015,-0.8320947
1310,0.006200000000000001,-0.83324295
1311,0.006220000000000003,-0.834384
1312,0.0062400000000000025,-0.83551794
1313,0.006260000000000002,-0.8366449
1314,0.006280000000000001,-0.8377647
1315,0.0063,-0.83887756
1316,0.006320000000000003,-0.83998334
1317,0.006340000000000002,-0.84108233
1318,0.006360000000000001,-0.84217435
1319,0.00638,-0.84325945
1320,0.006400000000000003,-0.84433776
1321,0.006420000000000002,-0.84540933
1322,0.006440000000000001,-0.846474
1323,0.0064600000000000005,-0.8475321
1324,0.006480000000000003,-0.84858346
1325,0.006500000000000002,-0.8496281
1326,0.0065200000000000015,-0.85066617
1327,0.006540000000000001,-0.85169756
1328,0.006560000000000003,-0.8527224
1329,0.0065800000000000025,-0.8537408
1330,0.006600000000000002,-0.8547527
1331,0.006620000000000001,-0.8557581
1332,0.00664,-0.85675687
1333,0.006660000000000003,-0.8577496
1334,0.006680000000000002,-0.858736
1335,0.006700000000000001,-0.8597158
1336,0.00672,-0.8606894
1337,0.006740000000000003,-0.8616568
1338,0.006760000000000002,-0.862618
1339,0.006780000000000001,-0.8635729
1340,0.0068000000000000005,-0.8645218
1341,0.006820000000000003,-0.86546427
1342,0.006840000000000002,-0.86640096
1343,0.0068600000000000015,-0.86733145
1344,0.006880000000000001,-0.86825603
1345,0.006900000000000003,-0.8691745
1346,0.0069200000000000025,-0.87008715
1347,0.006940000000000002,-0.8709937
1348,0.006960000000000001,-0.8718944
1349,0.00698,-0.8727893
1350,0.007000000000000003,-0.8736783
1351,0.007020000000000002,-0.87456155
1352,0.007040000000000001,-0.875439
1353,0.00706,-0.8763107
1354,0.007080000000000003,-0.87717676
1355,0.007100000000000002,-0.8780371
1356,0.007120000000000001,-0.8788918
1357,0.0071400000000000005,-0.87974095
1358,0.007160000000000003,-0.8805845
1359,0.007180000000000002,-0.8814226
1360,0.0072000000000000015,-0.88225496
1361,0.007220000000000001,-0.88308203
1362,0.007240000000000003,-0.8839035
1363,0.0072600000000000026,-0.8847196
1364,0.007280000000000002,-0.8855303
1365,0.007300000000000001,-0.8863357
1366,0.00732,-0.88713574
1367,0.007340000000000003,-0.8879305
1368,0.007360000000000002,-0.88872
1369,0.007380000000000001,-0.8895043
1370,0.0074,-0.8902833
1371,0.007420000000000003,-0.89105713
1372,0.007440000000000002,-0.8918258
1373,0.007460000000000001,-0.8925894
1374,0.0074800000000000005,-0.8933479
1375,0.007500000000000003,-0.8941013
1376,0.007520000000000002,-0.89484984
1377,0.0075400000000000016,-0.8955932
1378,0.007560000000000001,-0.8963316
1379,0.007580000000000003,-0.8970652
1380,0.007600000000000003,-0.8977938
1381,0.007620000000000002,-0.89851743
1382,0.007640000000000001,-0.8992364
1383,0.00766,-0.89995027
1384,0.007680000000000003,-0.9006596
1385,0.007700000000000002,-0.9013641
1386,0.007720000000000001,-0.90206385
1387,0.00774,-0.9027588
1388,0.007760000000000003,-0.9034491
1389,0.007780000000000002,-0.90413487
1390,0.007800000000000001,-0.9048159
1391,0.00782,-0.90549237
1392,0.007840000000000003,-0.90616417
1393,0.007860000000000002,-0.9068315
1394,0.007880000000000002,-0.9074944
1395,0.0079,-0.9081527
1396,0.007920000000000003,-0.9088066
1397,0.007940000000000003,-0.909456
1398,0.007960000000000002,-0.910101
1399,0.007980000000000001,-0.9107418
1400,0.008,-0.911378
1401,0.008020000000000003,-0.91201
1402,0.008040000000000002,-0.9126376
1403,0.008060000000000001,-0.9132609
1404,0.00808,-0.91388005
1405,0.008100000000000003,-0.9144951
1406,0.008120000000000002,-0.9151058
1407,0.008140000000000001,-0.91571236
1408,0.00816,-0.91631466
1409,0.008180000000000003,-0.916913
1410,0.008200000000000002,-0.9175072
1411,0.008220000000000002,-0.9180973
1412,0.00824,-0.9186833
1413,0.008260000000000003,-0.91926545
1414,0.008280000000000003,-0.91984344
1415,0.008300000000000002,-0.9204174
1416,0.008320000000000001,-0.9209878
1417,0.00834,-0.92155397
1418,0.008360000000000003,-0.9221164
1419,0.008380000000000002,-0.9226748
1420,0.008400000000000001,-0.92322934
1421,0.00842,-0.92378014
1422,0.008440000000000003,-0.92432714
1423,0.008460000000000002,-0.9248705
1424,0.008480000000000001,-0.9254099
1425,0.0085,-0.92594564
1426,0.008520000000000003,-0.9264777
1427,0.008540000000000002,-0.92700607
1428,0.008560000000000002,-0.9275308
1429,0.00858,-0.92805195
1430,0.008600000000000003,-0.9285694
1431,0.008620000000000003,-0.9290833
1432,0.008640000000000002,-0.9295936
1433,0.008660000000000001,-0.9301003
1434,0.00868,-0.9306036
1435,0.008700000000000003,-0.9311034
1436,0.008720000000000002,-0.9315998
1437,0.008740000000000001,-0.9320926
1438,0.00876,-0.932582
1439,0.008780000000000003,-0.9330681
1440,0.008800000000000002,-0.9335507
1441,0.008820000000000001,-0.93402994
1442,0.00884,-0.9345059
1443,0.008860000000000003,-0.9349785
1444,0.008880000000000002,-0.93544775
1445,0.008900000000000002,-0.93591386
1446,0.00892,-0.9363766
1447,0.008940000000000003,-0.93683624
1448,0.008960000000000003,-0.9372925
1449,0.008980000000000002,-0.93774563
1450,0.009000000000000001,-0.9381957
1451,0.00902,-0.9386425
1452,0.009040000000000003,-0.9390862
1453,0.009060000000000002,-0.93952674
1454,0.009080000000000001,-0.9399643
1455,0.0091,-0.94039875
1456,0.009120000000000003,-0.94083005
1457,0.009140000000000002,-0.94125843
1458,0.009160000000000001,-0.94168377
1459,0.00918,-0.9421062
1460,0.009200000000000003,-0.9425255
1461,0.009220000000000002,-0.942942
1462,0.009240000000000002,-0.9433554
1463,0.009260000000000001,-0.94376606
1464,0.009280000000000004,-0.9441737
1465,0.009300000000000003,-0.9445786
1466,0.009320000000000002,-0.9449806
1467,0.009340000000000001,-0.9453798
1468,0.00936,-0.9457761
1469,0.009380000000000003,-0.94616956
1470,0.009400000000000002,-0.9465603
1471,0.009420000000000001,-0.9469484
1472,0.00944,-0.94733363
1473,0.009460000000000003,-0.9477161
1474,0.009480000000000002,-0.9480959
1475,0.009500000000000001,-0.9484731
1476,0.00952,-0.9488476
1477,0.009540000000000003,-0.9492194
1478,0.009560000000000003,-0.9495886
1479,0.009580000000000002,-0.9499551
1480,0.009600000000000001,-0.9503191
1481,0.009620000000000004,-0.9506805
1482,0.009640000000000003,-0.9510394
1483,0.009660000000000002,-0.9513956
1484,0.009680000000000001,-0.9517494
1485,0.0097,-0.95210063
1486,0.009720000000000003,-0.9524493
1487,0.009740000000000002,-0.9527956
1488,0.009760000000000001,-0.9531395
1489,0.00978,-0.9534807
1490,0.009800000000000003,-0.95381975
1491,0.009820000000000002,-0.9541562
1492,0.009840000000000002,-0.9544903
1493,0.00986,-0.954822
1494,0.009880000000000003,-0.95515144
1495,0.009900000000000003,-0.9554785
1496,0.009920000000000002,-0.9558032
1497,0.009940000000000001,-0.95612556
1498,0.009960000000000004,-0.95644563
1499,0.009980000000000003,-0.9567635
1500,0.010000000000000002,-0.95707905
1501,0.010020000000000001,-0.9573923
1502,0.01004,-0.95770335
1503,0.010060000000000003,-0.9580123
1504,0.010080000000000002,-0.95831877
1505,0.010100000000000001,-0.9586231
1506,0.01012,-0.9589254
1507,0.010140000000000003,-0.95922554
1508,0.010160000000000002,-0.9595235
1509,0.010180000000000002,-0.9598192
1510,0.0102,-0.9601129
1511,0.010220000000000003,-0.96040446
1512,0.010240000000000003,-0.960694
1513,0.010260000000000002,-0.9609815
1514,0.010280000000000001,-0.9612668
1515,0.010300000000000004,-0.96155006
1516,0.010320000000000003,-0.96183133
1517,0.010340000000000002,-0.9621106
1518,0.010360000000000001,-0.9623879
1519,0.01038,-0.9626631
1520,0.010400000000000003,-0.9629364
1521,0.010420000000000002,-0.9632078
1522,0.010440000000000001,-0.96347713
1523,0.01046,-0.9637445
1524,0.010480000000000003,-0.96401006
1525,0.010500000000000002,-0.96427375
1526,0.010520000000000002,-0.9645354
1527,0.01054,-0.96479523
1528,0.010560000000000003,-0.9650532
1529,0.010580000000000003,-0.9653093
1530,0.010600000000000002,-0.9655636
1531,0.010620000000000001,-0.96581596
1532,0.010640000000000004,-0.9660666
1533,0.010660000000000003,-0.9663153
1534,0.010680000000000002,-0.96656233
1535,0.010700000000000001,-0.9668076
1536,0.010720000000000004,-0.967051
1537,0.010740000000000003,-0.9672927
1538,0.010760000000000002,-0.96753263
1539,0.010780000000000001,-0.9677709
1540,0.0108,-0.96800745
1541,0.010820000000000003,-0.96824217
1542,0.010840000000000002,-0.96847534
1543,0.010860000000000002,-0.9687068
1544,0.01088,-0.96893644
1545,0.010900000000000003,-0.9691646
1546,0.010920000000000003,-0.96939105
1547,0.010940000000000002,-0.9696157
1548,0.010960000000000001,-0.96983886
1549,0.010980000000000004,-0.97006047
1550,0.011000000000000003,-0.97028035
1551,0.011020000000000002,-0.97049874
1552,0.011040000000000001,-0.9707155
1553,0.011060000000000004,-0.9709308
1554,0.011080000000000003,-0.9711444
1555,0.011100000000000002,-0.9713566
1556,0.011120000000000001,-0.9715671
1557,0.01114,-0.9717762
1558,0.011160000000000003,-0.9719837
1559,0.011180000000000002,-0.97218966
1560,0.011200000000000002,-0.9723942
1561,0.01122,-0.9725973
1562,0.011240000000000003,-0.9727988
1563,0.011260000000000003,-0.972999
1564,0.011280000000000002,-0.97319764
1565,0.011300000000000001,-0.97339475
1566,0.01132,-0.97359055
1567,0.01134,-0.973785
1568,0.011360000000000006,-0.9739779
1569,0.011380000000000005,-0.9741694
1570,0.011400000000000004,-0.9743595
1571,0.011420000000000003,-0.9745483
1572,0.011440000000000002,-0.9747357
1573,0.011460000000000001,-0.9749218
1574,0.01148,-0.9751064
1575,0.0115,-0.9752897
1576,0.011519999999999999,-0.97547185
1577,0.011540000000000005,-0.97565246
1578,0.011560000000000004,-0.9758318
1579,0.011580000000000003,-0.97600985
1580,0.011600000000000003,-0.97618663
1581,0.011620000000000002,-0.9763621
1582,0.011640000000000001,-0.97653633
1583,0.01166,-0.97670925
1584,0.01168,-0.97688097
1585,0.011700000000000006,-0.9770513
1586,0.011720000000000005,-0.9772205
1587,0.011740000000000004,-0.9773885
1588,0.011760000000000003,-0.97755516
1589,0.011780000000000002,-0.97772074
1590,0.011800000000000001,-0.977885
1591,0.01182,-0.9780481
1592,0.01184,-0.97821
1593,0.011859999999999999,-0.9783707
1594,0.011880000000000005,-0.9785302
1595,0.011900000000000004,-0.9786887
1596,0.011920000000000004,-0.97884595
1597,0.011940000000000003,-0.97900194
1598,0.011960000000000002,-0.979157
1599,0.011980000000000001,-0.97931075
1600,0.012,-0.97946346
1601,0.01202,-0.97961503
1602,0.012040000000000006,-0.9797655
1603,0.012060000000000005,-0.9799149
1604,0.012080000000000004,-0.9800631
1605,0.012100000000000003,-0.98021036
1606,0.012120000000000002,-0.9803564
1607,0.012140000000000001,-0.9805015
1608,0.01216,-0.9806454
1609,0.01218,-0.9807884
1610,0.012199999999999999,-0.9809302
1611,0.012220000000000005,-0.9810711
1612,0.012240000000000004,-0.981211
1613,0.012260000000000004,-0.9813497
1614,0.012280000000000003,-0.9814875
1615,0.012300000000000002,-0.9816243
1616,0.012320000000000001,-0.9817601
1617,0.01234,-0.9818948
1618,0.01236,-0.9820287
1619,0.012380000000000006,-0.98216146
1620,0.012400000000000005,-0.9822933
1621,0.012420000000000004,-0.9824242
1622,0.012440000000000003,-0.9825541
1623,0.012460000000000002,-0.98268306
1624,0.012480000000000002,-0.98281103
1625,0.0125,-0.9829382
1626,0.01252,-0.98306423
1627,0.012539999999999999,-0.98318946
1628,0.012560000000000005,-0.98331374
1629,0.012580000000000004,-0.98343724
1630,0.012600000000000004,-0.9835597
1631,0.012620000000000003,-0.98368126
1632,0.012640000000000002,-0.9838019
1633,0.012660000000000001,-0.9839217
1634,0.01268,-0.9840407
1635,0.0127,-0.98415875
1636,0.012720000000000006,-0.9842759
1637,0.012740000000000005,-0.9843923
1638,0.012760000000000004,-0.9845078
1639,0.012780000000000003,-0.9846224
1640,0.012800000000000002,-0.98473614
1641,0.012820000000000002,-0.9848491
